C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_34_444.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_34_444.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_34_444.jpg, 0, 0, 0, 7.963306E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_35_590.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_35_590.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_35_590.jpg, 0, 0, 0, 7.839413E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_35_818.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_35_818.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_35_818.jpg, 0, 0, 0, 7.836479E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_36_216.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_36_216.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_36_216.jpg, 0, 0, 0, 7.788979E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_36_504.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_36_504.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_36_504.jpg, 0, 0, 0, 7.801096E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_36_696.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_36_696.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_36_696.jpg, 0, 0, 0, 7.806177E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_36_887.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_36_887.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_36_887.jpg, 0, 0, 0, 7.789223E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_36_998.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_36_998.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_36_998.jpg, 0, 0, 0, 7.800535E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_37_164.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_37_164.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_37_164.jpg, 0, 0, 0, 7.801343E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_37_287.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_37_287.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_37_287.jpg, 0, 0, 0, 7.78251E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_37_386.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_37_386.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_37_386.jpg, 0, 0, 0, 7.87008E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_37_493.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_37_493.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_37_493.jpg, 0, 0, 0, 7.825992E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_37_642.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_37_642.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_37_642.jpg, 0, 0.3077211, 0, 0.3767069
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_37_810.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_37_810.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_37_810.jpg, 0, 0, 0, 0.3646135
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_053.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_053.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_053.jpg, 0, 0, 0, 0.355012
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_151.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_151.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_151.jpg, 0, 0, 0, 0.3513111
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_297.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_297.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_297.jpg, 0, 0, 0, 0.3463992
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_534.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_534.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_534.jpg, 0, 0, 0, 0.3381385
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_659.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_659.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_659.jpg, 0, 0, 0, 0.000905232
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_763.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_763.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_763.jpg, 0, 0, 0, 0.0009458463
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_38_891.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_38_891.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_38_891.jpg, 0, 0, 0, 0.0003954285
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_39_126.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_39_126.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_39_126.jpg, 0, 0, 0, 8.215726E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_39_230.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_39_230.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_39_230.jpg, 0, 0, 0, 9.416298E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_39_330.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_39_330.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_39_330.jpg, 0, 0, 0, 8.034714E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_39_444.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_39_444.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_39_444.jpg, 0, 0, 0, 7.822197E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_39_551.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_39_551.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_39_551.jpg, 0, 0, 0, 7.81824E-05
C:\Users\Anuja Shelke\Desktop\data\IMG\center_2020_12_31_00_38_39_656.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\left_2020_12_31_00_38_39_656.jpg, C:\Users\Anuja Shelke\Desktop\data\IMG\right_2020_12_31_00_38_39_656.jpg, 0, 0, 0, 7.840958E-05
